/cb-target/python/e4/92/f086c474f575184e89b465916aaaec31b115869f17b8aa7f613f2fa47581.py	GradientBoostingRegressor	GradientBoostingRegressor(n_estimators=50,max_depth=3,subsample=0.2,learning_rate=0.015,min_samples_split=2,max_features='sqrt')	140	14	140	142	-5013216498909767219	final_model.fit(X_train,y_train)	141	0	141	32	-1024150833752610066
/cb-target/python/e4/92/f086c474f575184e89b465916aaaec31b115869f17b8aa7f613f2fa47581.py	GradientBoostingRegressor	GradientBoostingRegressor(n_estimators=50,max_depth=3,subsample=0.2,learning_rate=0.015,min_samples_split=2,max_features='sqrt')	149	14	149	142	3621519421323987996	final_model.fit(final_x_data,final_y_data)	150	0	150	42	5141465338080120755
/cb-target/python/e4/92/f086c474f575184e89b465916aaaec31b115869f17b8aa7f613f2fa47581.py	GradientBoostingRegressor	GradientBoostingRegressor(n_estimators=50,max_features='sqrt')	158	14	158	76	-3484756951461534589	final_model.fit(final_x_data,final_y_data)	159	0	159	42	-4065454151103740331
/cb-target/python/18/f0/e0a805f30e6a70b1e18215c368c3d1c799560ec8caac04956eeaf1336afb.py	GridSearchCV	grid_search.GridSearchCV(clf, parameters, scoring=f1_scorer)	275	11	275	71	6958126972014379374	grid_obj.fit(X_train, y_train)	278	0	278	30	172552216051888914
/cb-target/python/d2/ed/6b03dea42f7025893e08189e8b3ea9264a1ee0d897783aaa7d03461677e1.py	RandomForestClassifier	RandomForestClassifier(criterion='gini',\n                             n_estimators=50,\n                             min_samples_split=16,\n                             min_samples_leaf=1,\n                             max_features='auto',\n                             oob_score=True,\n                             random_state=1,\n                             n_jobs=-1)	405	5	412	39	2586657735828398747	rf.fit(_delete_train.iloc[:, 2:], _delete_train.iloc[:, 1])	413	0	413	59	-4808611629636727575
/cb-target/python/d2/ed/6b03dea42f7025893e08189e8b3ea9264a1ee0d897783aaa7d03461677e1.py	GridSearchCV	GridSearchCV(estimator=rf,\n                  param_grid=param_grid,\n                  scoring='accuracy',\n                  cv=3,\n                  n_jobs=-1)	384	5	388	28	-4778102847551644814	gs.fit(_delete_train.iloc[:, 2:], _delete_train.iloc[:, 1])	393	5	393	64	-7690499189501353559
/cb-target/python/55/58/d97d95e72b5c0ab88de480dd4f3a2c7a63f85671010701e5a2f61bc1f9f5.py	GridSearchCV	GridSearchCV(estimator = model, param_grid = param_grid, scoring='average_precision',iid=False, cv=5)	296	7	296	108	-24906721351627307	grid.fit(df[features],df['Stable'])	297	0	297	35	-1657371183591091897
/cb-target/python/55/58/d97d95e72b5c0ab88de480dd4f3a2c7a63f85671010701e5a2f61bc1f9f5.py	GridSearchCV	GridSearchCV(estimator = model, param_grid = param_grid, scoring='average_precision',iid=False, cv=5)	342	7	342	108	6507828003745815905	grid.fit(df[features],df['Stable'])	343	0	343	35	6636854874695262177
/cb-target/python/55/58/d97d95e72b5c0ab88de480dd4f3a2c7a63f85671010701e5a2f61bc1f9f5.py	GridSearchCV	GridSearchCV(estimator = model, param_grid = param_grid, scoring='average_precision',iid=False, cv=5)	388	7	388	108	-8054929939595159762	grid.fit(df[features],df['Stable'])	389	0	389	35	-6460220606970215411
/cb-target/python/55/58/d97d95e72b5c0ab88de480dd4f3a2c7a63f85671010701e5a2f61bc1f9f5.py	GridSearchCV	GridSearchCV(estimator = model, param_grid = param_grid, scoring='average_precision',iid=False, cv=Nfolds)	196	7	196	113	4562401111942119705	grid.fit(df[features],df['Stable'])	197	0	197	35	1334283907117201806
